id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
921,2020-09-01,crunches plank russian_twist side_plank bird_dog burpee,0,114,,2,0
922,2020-07-09,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,35,,0,0
923,2020-10-27,pull_up lat_pulldown push_up dumbbell_row push_press,1,110,,0,2
924,2020-06-02,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,80,,1,0
925,2020-12-07,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,114,,0,0
926,2020-07-31,dumbbell_row farmers_walk battle_ropes push_press,0,87,,2,1
927,2020-03-13,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,30,,2,2
928,2020-05-06,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,44,,1,1
929,2020-06-04,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,83,,0,0
930,2020-04-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,110,,1,0
931,2020-03-28,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,76,,2,0
932,2020-11-29,pull_up lat_pulldown push_up dumbbell_row push_press,0,69,,0,0
933,2020-09-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,56,,0,2
934,2020-09-26,dumbbell_fly ,1,76,,1,0
935,2020-04-19,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,102,,0,0
936,2020-05-29,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,99,,1,0
937,2020-06-22,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,65,,2,2
938,2020-09-25,crunches plank russian_twist side_plank bird_dog burpee,2,116,,1,0
939,2020-11-07,dumbbell_row farmers_walk battle_ropes push_press,0,117,,2,0
940,2020-12-24,pull_up lat_pulldown push_up dumbbell_row push_press,4,61,,2,1
941,2020-01-17,yoga,2,36,,0,0
942,2020-03-07,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,32,,2,1
943,2020-03-03,crunches plank russian_twist side_plank bird_dog burpee,0,30,,2,1
944,2020-11-05,yoga,0,120,,0,2
945,2020-01-19,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,45,,1,2
946,2020-10-30,yoga,4,55,,2,2
947,2020-12-16,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,99,,1,0
948,2020-10-21,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,107,,2,2
949,2020-05-12,yoga,4,56,,0,1
950,2020-02-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,39,,2,1
951,2020-02-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,117,,1,1
952,2020-06-08,crunches plank russian_twist side_plank bird_dog burpee,2,74,,0,2
953,2020-12-02,dumbbell_fly ,4,65,,0,2
954,2020-11-23,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,55,,1,0
955,2020-09-26,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,119,,1,0
956,2020-03-06,deadlift superman lat_pulldown pull_up ,3,58,,2,2
957,2020-04-15,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,106,,0,2
958,2020-04-23,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,66,,0,0
959,2020-08-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,114,,1,2
960,2020-06-29,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,86,,0,1
961,2020-08-24,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,36,,2,2
962,2020-09-17,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,98,,1,0
963,2020-09-23,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,91,,0,2
964,2020-11-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,112,,0,1
965,2020-01-11,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,117,,1,2
966,2020-03-26,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,85,,1,0
967,2020-03-10,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,116,,2,1
968,2020-03-04,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,74,,2,0
969,2020-02-04,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,74,,0,1
970,2020-07-29,deadlift superman lat_pulldown pull_up ,0,40,,1,1
971,2020-07-04,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,59,,1,0
972,2020-11-11,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,41,,0,2
973,2020-03-28,dumbbell_row farmers_walk battle_ropes push_press,4,51,,1,2
974,2020-11-14,dumbbell_fly ,4,119,,1,0
975,2020-10-04,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,4,54,,2,0
976,2020-08-12,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,46,,2,0
977,2020-05-14,dumbbell_row farmers_walk battle_ropes push_press,1,90,,1,2
978,2020-08-27,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,82,,0,1
979,2020-11-09,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,67,,0,1
980,2020-10-07,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,106,,2,2
981,2020-03-19,dumbbell_row farmers_walk battle_ropes push_press,4,42,,0,2
982,2020-09-09,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,39,,2,0
983,2020-08-19,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,43,,2,0
984,2020-10-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,88,,1,2
985,2020-07-02,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,86,,0,2
986,2020-08-24,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,48,,0,2
987,2020-07-20,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,73,,0,0
988,2020-10-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,101,,2,2
989,2020-08-21,crunches plank russian_twist side_plank bird_dog burpee,2,118,,0,0
990,2020-12-30,pull_up lat_pulldown push_up dumbbell_row push_press,1,61,,2,2
991,2020-12-30,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,77,,0,0
992,2020-06-28,dumbbell_fly ,5,116,,1,2
993,2020-09-24,dumbbell_fly ,4,59,,1,0
994,2020-04-22,dumbbell_fly ,2,108,,1,0
995,2020-11-20,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,106,,1,1
996,2020-11-22,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,120,,0,2
997,2020-08-23,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,59,,0,1
998,2020-04-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,83,,0,1
999,2020-10-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,0,108,,0,2
1000,2020-11-21,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,98,,0,2
1001,2022-09-19,deadlift superman lat_pulldown pull_up ,4,95,,2,0
1002,2022-09-17,dumbbell_row farmers_walk battle_ropes push_press,0,94,,2,1
1003,2022-04-21,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,64,,0,1
1004,2022-08-02,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,37,,0,0
1005,2022-09-14,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,117,,1,1
1006,2021-01-24,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,88,,1,0
1007,2022-10-27,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,69,,2,0
1008,2021-03-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,117,,2,0
1009,2021-06-10,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,78,,0,2
1010,2022-04-02,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,90,,1,1
1011,2022-10-10,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,53,,0,1
1012,2021-06-12,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,57,,1,0
1013,2022-01-11,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,0,76,,0,1
1014,2021-06-10,pull_up lat_pulldown push_up dumbbell_row push_press,5,69,,2,1
1015,2021-07-05,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,116,,1,2
1016,2021-08-21,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,117,,2,1
1017,2021-12-15,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,40,,1,2
1018,2022-01-26,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,47,,0,1
1019,2021-09-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,69,,2,0
1020,2022-09-03,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,69,,1,1
1021,2022-01-24,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,39,,0,0
1022,2021-09-22,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,95,,1,0
1023,2021-07-19,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,76,,2,1
1024,2021-09-10,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,86,,2,2
1025,2022-07-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,34,,2,0
1026,2021-10-26,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,101,,2,0
1027,2022-08-14,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,95,,2,0
1028,2022-12-20,crunches plank russian_twist side_plank bird_dog burpee,1,118,,1,2
1029,2022-11-17,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,114,,2,0
1030,2021-07-05,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,85,,0,1
1031,2021-06-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,109,,2,1
1032,2022-04-01,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,120,,2,2
1033,2021-09-05,deadlift superman lat_pulldown pull_up ,5,102,,0,2
1034,2022-02-07,dumbbell_fly ,1,102,,2,1
1035,2021-09-02,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,85,,0,0
1036,2021-05-10,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,43,,2,2
1037,2022-12-03,crunches plank russian_twist side_plank bird_dog burpee,1,80,,1,0
1038,2022-12-12,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,82,,2,0
1039,2022-11-04,pull_up lat_pulldown push_up dumbbell_row push_press,3,93,,2,1
1040,2021-02-12,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,64,,2,2
1041,2021-11-26,deadlift superman lat_pulldown pull_up ,4,71,,1,1
1042,2021-06-21,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,32,,0,0
1043,2022-02-12,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,104,,2,0
1044,2021-10-27,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,56,,0,0
1045,2022-02-18,dumbbell_row farmers_walk battle_ropes push_press,1,99,,2,2
1046,2022-02-07,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,77,,2,2
1047,2021-11-04,yoga,4,46,,0,0
1048,2021-01-25,deadlift superman lat_pulldown pull_up ,2,119,,2,1
1049,2021-10-09,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,84,,0,2
1050,2021-05-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,64,,0,0
1051,2021-05-21,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,67,,1,1
1052,2021-01-03,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,68,,1,2
1053,2022-05-21,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,39,,1,1
1054,2022-06-11,pull_up lat_pulldown push_up dumbbell_row push_press,4,106,,0,0
1055,2021-12-17,dumbbell_fly ,5,38,,2,2
1056,2022-08-31,deadlift superman lat_pulldown pull_up ,4,70,,0,2
1057,2022-08-24,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,93,,2,0
1058,2022-08-12,pull_up lat_pulldown push_up dumbbell_row push_press,3,76,,2,1
1059,2021-01-30,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,34,,2,1
1060,2021-04-11,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,107,,2,2
1061,2021-11-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,50,,0,0
1062,2022-04-19,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,77,,0,2
1063,2022-01-27,crunches plank russian_twist side_plank bird_dog burpee,2,32,,1,2
1064,2021-02-05,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,95,,2,2
1065,2021-10-14,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,74,,2,0
1066,2021-07-13,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,42,,2,2
1067,2021-10-16,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,41,,0,2
1068,2021-11-16,dumbbell_row farmers_walk battle_ropes push_press,5,51,,0,2
1069,2022-04-02,dumbbell_row farmers_walk battle_ropes push_press,1,105,,1,2
1070,2021-02-22,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,37,,1,1
1071,2022-08-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,96,,0,1
1072,2022-05-02,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,96,,1,2
1073,2021-03-04,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,94,,0,1
1074,2021-04-18,dumbbell_row farmers_walk battle_ropes push_press,4,102,,0,2
1075,2022-02-26,dumbbell_row farmers_walk battle_ropes push_press,3,78,,0,0
1076,2021-08-01,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,78,,1,0
1077,2022-10-03,dumbbell_row farmers_walk battle_ropes push_press,0,33,,0,0
1078,2022-06-30,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,109,,0,0
1079,2021-12-04,crunches plank russian_twist side_plank bird_dog burpee,5,79,,0,1
1080,2022-05-31,crunches plank russian_twist side_plank bird_dog burpee,5,67,,0,1
1081,2021-09-11,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,85,,1,0
1082,2022-10-25,pull_up lat_pulldown push_up dumbbell_row push_press,1,92,,2,0
1083,2022-04-09,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,46,,2,1
1084,2022-11-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,70,,0,0
1085,2022-03-21,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,93,,1,1
1086,2022-05-03,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,100,,1,1
1087,2022-11-04,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,77,,2,0
1088,2022-05-27,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,117,,1,2
1089,2022-12-09,bicep_curl pull_up lat_pulldown dumbbell_row push_press,2,115,,0,1
1090,2022-03-24,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,88,,0,1
1091,2021-05-01,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,32,,0,0
1092,2022-06-26,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,92,,0,2
1093,2022-02-15,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,30,,2,0
1094,2021-06-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,104,,0,1
1095,2021-07-21,deadlift superman lat_pulldown pull_up ,0,117,,1,1
1096,2021-03-19,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,79,,1,1
1097,2021-05-22,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,91,,2,0
1098,2021-10-16,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,109,,1,2
1099,2021-05-31,deadlift superman lat_pulldown pull_up ,4,36,,0,1
1100,2022-10-26,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,38,,1,1
1101,2021-10-12,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,116,,2,2
1102,2021-09-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,73,,0,2
1103,2022-09-25,crunches plank russian_twist side_plank bird_dog burpee,3,44,,2,1
1104,2021-04-27,dumbbell_row farmers_walk battle_ropes push_press,0,82,,1,0
1105,2022-11-05,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,50,,0,1
1106,2022-07-08,crunches plank russian_twist side_plank bird_dog burpee,5,64,,2,1
1107,2021-07-04,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,89,,1,0
1108,2021-06-26,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,64,,2,0
1109,2021-12-17,dumbbell_row farmers_walk battle_ropes push_press,4,56,,2,2
1110,2022-09-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,41,,0,1
